timestamp,B_C2H6,B_C3H8,B_iC4H10,B_nC4H10
2020-01-01 00:00:00,4.5619784999999995,39.015486249999995,17.25074,24.301792499999998
2020-01-01 00:30:00,4.550740750000001,39.048915,17.22950625,24.25746125
2020-01-01 01:00:00,4.5067928888888895,38.766377777777784,17.17162111111111,24.23629777777778
2020-01-01 01:30:00,4.584963,39.069359999999996,17.218521111111116,24.149843333333333
2020-01-01 02:00:00,4.607482625,38.81757875,17.108667500000003,24.049509999999998
2020-01-01 02:30:00,4.655999125000001,39.08863125,17.19116625,24.075223750000003
2020-01-01 03:00:00,4.570682625,38.59593125,17.1464325,24.0806875
2020-01-01 03:30:00,4.56608675,39.005258749999996,17.32437375,24.248838750000004
2020-01-01 04:00:00,4.512160125,38.634254999999996,17.21913125,24.20396375
2020-01-01 04:30:00,4.532649444444444,38.60414888888889,17.238488888888885,24.275393333333334
2020-01-01 05:00:00,4.578542555555555,38.510623333333335,17.193441111111113,24.24215222222222
2020-01-01 05:30:00,4.6428787499999995,39.12402875,17.30160875,24.2114925
2020-01-01 06:00:00,4.5498368750000004,38.247332500000006,17.1182825,24.04407375
2020-01-01 06:30:00,4.5566108750000005,37.98577625,17.038811250000002,23.93149
2020-01-01 07:00:00,4.540633375,37.74274125,16.951269999999997,23.796385
2020-01-01 07:30:00,4.545830666666668,37.73379333333333,16.951496666666664,23.736535555555555
2020-01-01 08:00:00,4.555403777777778,38.103405555555554,16.987045555555554,23.701623333333334
2020-01-01 08:30:00,4.517253125,37.95045125000001,17.030789999999996,23.836927499999998
2020-01-01 09:00:00,4.503270125,38.30109875,17.08769,23.918871249999995
2020-01-01 09:30:00,4.511072124999999,38.48618625,17.10103625,23.8778675
2020-01-01 10:00:00,4.588861875,39.379940000000005,17.25719625,23.8974625
2020-01-01 10:30:00,4.643487875,40.104085000000005,17.286675,23.72234875
2020-01-01 11:00:00,4.606073222222222,39.18376222222222,17.199434444444442,23.925827777777776
2020-01-01 11:30:00,4.66781588888889,39.45896444444444,17.190956666666665,23.775136666666665
2020-01-01 12:00:00,4.900846875,40.9919925,17.2502125,23.35773
2020-01-01 12:30:00,4.785784125000001,39.7367275,17.199988750000003,23.692323750000003
2020-01-01 13:00:00,4.772746499999999,39.680375000000005,17.259286250000002,23.85542125
2020-01-01 13:30:00,4.70004575,38.89143875,17.056055,23.724001249999997
2020-01-01 14:00:00,4.718976555555555,39.08249222222222,17.094601111111114,23.68669555555556
2020-01-01 14:30:00,4.6994810000000005,39.39924777777779,17.129551111111113,23.63284555555556
2020-01-01 15:00:00,4.693256,39.1681925,17.0367825,23.498559999999998
2020-01-01 15:30:00,4.665214125,39.348842499999996,16.986905,23.446594999999995
2020-01-01 16:00:00,4.699986375,39.03960375,16.9114475,23.431765000000002
2020-01-01 16:30:00,4.713397375,38.87498375,16.843494999999997,23.421191250000003
2020-01-01 17:00:00,4.699189625000001,39.019228749999996,16.86811625,23.429792499999998
2020-01-01 17:30:00,4.711646777777777,39.00706222222223,16.88853222222222,23.442028888888885
2020-01-01 18:00:00,4.725304333333334,38.957939999999994,16.877545555555557,23.469673333333333
2020-01-01 18:30:00,4.744820499999999,39.108483750000005,16.9374125,23.5723475
2020-01-01 19:00:00,4.846908625,39.74089875,16.99795875,23.44827625
2020-01-01 19:30:00,4.882307750000001,40.06832375,16.98642875,23.352715000000003
2020-01-01 20:00:00,4.863385625,40.0248375,16.992444999999996,23.333651250000003
2020-01-01 20:30:00,4.911590111111112,40.27714777777778,16.86815,23.060424444444443
2020-01-01 21:00:00,4.785655555555555,39.810022222222216,16.915337777777776,23.278267777777774
2020-01-01 21:30:00,4.831259374999999,40.14685625,16.995336249999998,23.3329825
2020-01-01 22:00:00,4.755236375,39.42458500000001,16.925685,23.4668475
2020-01-01 22:30:00,4.761298,39.12636,16.859231249999997,23.44432875
